# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 k=1.000000e-02 rate=None path=static
# push driver: sp-loadcontrol — the fork's own idiom (`Ladruno_files/testbed/hypo_bearing/bearing_backbone.py`, `sanisand_tau0_band.py`): `loadConst -time uz0` at the S4 settlement datum, a `Linear` series, `sp <platen node> 3 1.0`, and `integrator LoadControl -ds` a step on the SP platen.  PSEUDO-TIME IS THE SETTLEMENT, so `ops_Dt` is d(s) — positive, monotone, and smaller under subdivision rather than turned round — which is the clock ADR 92 D2's default `-implexDt pseudo` is correct on, and which leaves the D2 sign-change guard live as a limit-point detector.
# `time` on this curve is PSEUDO-TIME AND PSEUDO-TIME IS THE SETTLEMENT: it is a metre, it starts at the S4 datum uz0 and it walks down by ds a step, so s_m = uz0 - time exactly.  It is NOT a load factor and NOT a second.  `Q_check_kN` is the summed PLATEN reaction, not `getTime()`; `Q_kN` is the base-reaction difference and is unchanged in meaning from every other leg
# integrator: newton   ladder=strict   element=LadrunoBrick   rungs=Newton:25:x1.0|NewtonLineSearch:40:x1.0   `relaxed` is the index of the rung that carried the step
# tangent: TanType 2 -- 2 = mCep_Consistent, the CONSISTENT (algorithmic) tangent -- unsymmetric under non-associated flow, which is why `system Pardiso` at its default unsymmetric mtype 11 is the declared solver
# test: NormUnbalance declared 1e-05, absolute 5.997400e-02 -- RELATIVE to the model's own weight: 1e-05 x W_ref = 5.997400e-02 kN, with W_ref = 5997.4000 kN (gamma' * V on the ndf-3 twin + surcharge 700.0000 kN).  The same relative number is the same physical requirement on every mesh of the refinement sequence, which is the whole reason it is declared this way (ADR 90 section 1.2.2)
# stress update: IMPL-EX (`-implex` -implexControl 0.1 0.01 -maxSubsteps 20000).  Every global iteration sees a LINEAR EXTRAPOLATION from the last committed step; the true substepped return runs ONCE, at commitState, and the committed state is always the implicit one.  dt source: `pseudo` (the fork's default, ADR 92 D2)
# READ THIS BEFORE QUOTING A LIMIT POINT off this curve: it satisfies equilibrium with the EXTRAPOLATED stress, not the implicit one, so a peak, plateau or capacity here IS NOT EVIDENCE ON ITS OWN.  Confirm it on the implicit material, over the OVERLAP ONLY (two arms disagreeing past where the implicit run reaches proves nothing either way), and quote `implex_err_max` beside the verdict.  IMPL-EX is a REGULARIZER whose parameter is the STEP SIZE and which carries NO LENGTH, so no band width and no post-peak branch off this curve is mesh-independent (guide sect. 8 and What it does not do)
# implex_err_max = max |implexError| over EVERY SANISAND Gauss point at that row's commit -- a true max, not a sample, because the point about to be wrong is the one under the footing edge
# residual pressure: -Presidual 1.01 kPa on EVERY `LadrunoSANISAND` tag of this leg -- THE VANILLA TWIN: 1.01 kPa is vanilla `ManzariDafalias`'s own hardcoded 1.0e-2 * P_atm (ManzariDafalias.cpp:836), measured bit-identical to vanilla over 400 rows at G1, so this is vanilla's soil reached through the class that carries `-implex`.  -Pmin 0.0101 kPa
# subdivision budget: 60 failed attempts, CUMULATIVE over the whole push and never repaid on a success; ds halves on each and regrows to ds_max after 6 successes, ds_min 1.95e-07 m
# ladder strict: the sheet's KrylovNewton rung at TEN TIMES the declared tolerance is DROPPED, so no state on this curve was committed at a tolerance the leg did not declare.  `relaxed` can only be 0 or 1 here; on a full-ladder curve it can be 2
# element: the DRAINED ndf-3 `LadrunoBrick` TWIN — the same mesh, the same material and the same footing with the pressure DOF REMOVED and the buoyant unit weight applied directly as -b 0 0 -9.81 (a FORCE PER UNIT VOLUME).  `p_min_kPa` is NaN on every row BY CONSTRUCTION; the cavitation detector and the far-field pore-pressure gate are SKIPPED with a reason, and the base-reaction gate is recomputed at gamma'*V
# ring point: element tag 4047 at centroid (+1.250, +0.250, -0.250) m, Gauss point 5 of 8 at (+1.1057, +0.1057, -0.1057) m.  top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# ring_clamp_fired = implexDetail[3], the p_min clamp inside the EXTRAPOLATED update on this step at that one point; ring_clamp_count = implexDetail[4], the same clamp's cumulative count; ring_ref_* = the four implexRefusals slots (total, D2 pseudo-time sign change, past -implexControl, companion hit -maxSubsteps).  THE LEDGER IS PROCESS-WIDE and the clamp census is ONE POINT: a rise in the ledger on a step where this clamp fired is evidence about this point, and a rise on a step where it did not is evidence that the refusal was somewhere else
step,time,s_m,s_over_B,Q_kN,k_norm,k_norm_firststep,Q_check_kN,Rz_base_kN,p_min_kPa,ds_m,relaxed,cum_iter,wall_s,implex_err_max,ring_clamp_fired,ring_clamp_count,ring_ref_total,ring_ref_sign_change,ring_ref_control,ring_ref_companion
243,-0.022660194,0.02165,0.0144333333,2025.23551,1.89110978,0.930161507,2025.23579,8022.63551,nan,0.0001,0,501,723.04472,0.000138030318,0,0,221,0,221,0
244,-0.022760194,0.02175,0.0145,2035.45217,1.89092584,0.93007103,2035.45216,8032.85217,nan,0.0001,0,503,726.280342,0.000136624957,0,0,221,0,221,0
245,-0.022860194,0.02185,0.0145666667,2045.67193,1.89060198,0.929911738,2045.6717,8043.07193,nan,0.0001,0,505,729.498943,0.00014124455,0,0,221,0,221,0
246,-0.022960194,0.02195,0.0146333333,2055.89504,1.89013684,0.929682953,2055.89482,8053.29504,nan,0.0001,0,507,732.690603,0.000134627832,0,0,221,0,221,0
247,-0.023060194,0.02205,0.0147,2066.12101,1.88952902,0.929383993,2066.1212,8063.52101,nan,0.0001,0,509,735.903003,0.000131822164,0,0,221,0,221,0
248,-0.023160194,0.02215,0.0147666667,2076.35057,1.88877719,0.929014197,2076.35073,8073.75057,nan,0.0001,0,511,739.077848,0.000138279944,0,0,221,0,221,0
249,-0.023260194,0.02225,0.0148333333,2086.58415,1.88788,0.928572906,2086.58403,8083.98415,nan,0.0001,0,513,742.282916,0.00014233881,0,0,221,0,221,0
250,-0.023360194,0.02235,0.0149,2096.82093,1.88683611,0.925687404,2096.82058,8094.22093,nan,0.0001,0,515,745.44903,0.00014253895,0,0,221,0,221,0
251,-0.023460194,0.02245,0.0149666667,2107.05995,1.88564416,0.925102627,2107.06007,8104.45995,nan,0.0001,0,517,748.669451,0.000136322331,0,0,221,0,221,0
252,-0.023560194,0.02255,0.0150333333,2117.30276,1.88430279,0.92444455,2117.3027,8114.70276,nan,0.0001,0,519,751.916978,0.00012817802,0,0,221,0,221,0
253,-0.023660194,0.02265,0.0151,2127.54911,1.88281069,0.923712518,2127.54882,8124.94911,nan,0.0001,0,521,755.183041,0.000128214088,0,0,221,0,221,0
254,-0.023760194,0.02275,0.0151666667,2137.79814,1.88214586,0.923386351,2137.79809,8135.19814,nan,0.0001,0,523,758.430172,0.000130286776,0,0,221,0,221,0
255,-0.023860194,0.02285,0.0152333333,2148.04995,1.88176419,0.923199102,2148.05011,8145.44995,nan,0.0001,0,525,761.667588,0.000133087527,0,0,221,0,221,0
256,-0.023960194,0.02295,0.0153,2158.30556,1.88128953,0.922966235,2158.30522,8155.70556,nan,0.0001,0,527,764.935078,0.000138278283,0,0,221,0,221,0
257,-0.024060194,0.02305,0.0153666667,2168.56359,1.88065292,0.92265391,2168.56321,8165.96359,nan,0.0001,0,529,768.221744,0.000137586526,0,0,221,0,221,0
258,-0.024160194,0.02315,0.0154333333,2178.82477,1.87992513,0.922296854,2178.82486,8176.22477,nan,0.0001,0,531,771.495471,0.000127774045,0,0,221,0,221,0
259,-0.024260194,0.02325,0.0155,2189.08999,1.87920982,0.921945922,2189.09007,8186.48999,nan,0.0001,0,533,774.710961,0.000123282053,0,0,221,0,221,0
260,-0.024360194,0.02335,0.0155666667,2199.35836,1.87857981,0.921636836,2199.35815,8196.75836,nan,0.0001,0,535,777.969158,0.000124777669,0,0,221,0,221,0
261,-0.024460194,0.02345,0.0156333333,2209.62954,1.87806044,0.92138203,2209.62948,8207.02954,nan,0.0001,0,537,781.2047,0.000134017215,0,0,221,0,221,0
262,-0.024560194,0.02355,0.0157,2219.90391,1.87764134,0.921176419,2219.90368,8217.30391,nan,0.0001,0,539,784.487653,0.000123258605,0,0,221,0,221,0
263,-0.024660194,0.02365,0.0157666667,2230.18132,1.87729742,0.921007692,2230.18118,8227.58132,nan,0.0001,0,541,787.753383,0.000133134913,0,0,221,0,221,0
264,-0.024760194,0.02375,0.0158333333,2240.46109,1.87700599,0.920864714,2240.46122,8237.86109,nan,0.0001,0,543,790.979184,0.000137586397,0,0,221,0,221,0
265,-0.024860194,0.02385,0.0159,2250.74491,1.87675411,0.920741141,2250.74455,8248.14491,nan,0.0001,0,545,794.198491,0.000135533941,0,0,221,0,221,0
266,-0.024960194,0.02395,0.0159666667,2261.03104,1.87653857,0.920635397,2261.03059,8258.43104,nan,0.0001,0,547,797.421728,0.000132487767,0,0,221,0,221,0
267,-0.025060194,0.02405,0.0160333333,2271.3204,1.87636174,0.920548647,2271.32041,8268.7204,nan,0.0001,0,549,800.688611,0.000124656532,0,0,221,0,221,0
268,-0.025160194,0.02415,0.0161,2281.61318,1.87622673,0.920482408,2281.61312,8279.01318,nan,0.0001,0,551,803.900552,0.000121620516,0,0,221,0,221,0
269,-0.025260194,0.02425,0.0161666667,2291.90969,1.87613468,0.920437248,2291.9095,8289.30969,nan,0.0001,0,553,807.103899,0.000118483072,0,0,221,0,221,0
270,-0.025360194,0.02435,0.0162333333,2302.20852,1.87608417,0.92041247,2302.20847,8299.60852,nan,0.0001,0,555,810.358316,0.000130142104,0,0,221,0,221,0
271,-0.025460194,0.02445,0.0163,2312.51098,1.87607211,0.920406554,2312.51084,8309.91098,nan,0.0001,0,557,813.651829,0.000114366634,0,0,221,0,221,0
272,-0.025560194,0.02455,0.0163666667,2322.81615,1.87609473,0.920417649,2322.81574,8320.21615,nan,0.0001,0,559,816.949413,0.000130483753,0,0,221,0,221,0
273,-0.025660194,0.02465,0.0164333333,2333.1239,1.87614846,0.920444009,2333.12401,8330.5239,nan,0.0001,0,561,820.156904,0.000123047295,0,0,221,0,221,0
274,-0.025760194,0.02475,0.0165,2343.4355,1.87623035,0.920484183,2343.43524,8340.8355,nan,0.0001,0,563,823.369568,0.000124704363,0,0,221,0,221,0
275,-0.025860194,0.02485,0.0165666667,2353.75045,1.87633796,0.920536979,2353.75008,8351.15045,nan,0.0001,0,565,826.581008,0.000129649133,0,0,221,0,221,0
276,-0.025960194,0.02495,0.0166333333,2364.06807,1.87646936,0.920601446,2364.06797,8361.46807,nan,0.0001,0,567,829.822314,0.000119057622,0,0,221,0,221,0
277,-0.026060194,0.02505,0.0167,2374.38927,1.87662277,0.920676707,2374.38907,8371.78927,nan,0.0001,0,569,833.05002,0.00012920736,0,0,221,0,221,0
278,-0.026160194,0.02515,0.0167666667,2384.7135,1.87679669,0.920762034,2384.71334,8382.1135,nan,0.0001,0,571,836.259137,0.000127994661,0,0,221,0,221,0
279,-0.026260194,0.02525,0.0168333333,2395.04093,1.87698969,0.920856721,2395.04074,8392.44093,nan,0.0001,0,573,839.465644,0.00013871361,0,0,221,0,221,0
280,-0.026360194,0.02535,0.0169,2405.37106,1.87720055,0.920960166,2405.37092,8402.77106,nan,0.0001,0,575,842.767174,0.000125548724,0,0,221,0,221,0
281,-0.026460194,0.02545,0.0169666667,2415.70546,1.87742825,0.921071877,2415.70499,8413.10546,nan,0.0001,0,577,846.006422,0.000141467874,0,0,221,0,221,0
282,-0.026560194,0.02555,0.0170333333,2426.04178,1.87767193,0.921191428,2426.04169,8423.44178,nan,0.0001,0,579,849.219236,0.000117697831,0,0,221,0,221,0
283,-0.026660194,0.02565,0.0171,2470.12858,1.87956525,0.922120294,2470.43739,8467.52858,nan,0.0001,0,581,853.247823,0.0165056761,0,0,221,0,221,0
284,-0.026672694,0.0256625,0.0171083333,2468.28819,1.88127296,0.922958103,2468.49548,8465.68819,nan,1.25e-05,0,589,861.274837,0.0231460674,0,0,233,0,233,0
285,-0.026685194,0.025675,0.0171166667,2463.51288,1.88255,0.923584622,2463.50495,8460.91288,nan,1.25e-05,0,591,863.469034,0.0374382276,0,0,233,0,233,0
286,-0.026697694,0.0256875,0.017125,2458.49394,1.88347891,0.924040348,2458.36385,8455.89394,nan,1.25e-05,0,593,865.699263,0.0350076498,0,0,233,0,233,0
287,-0.026710194,0.0257,0.0171333333,2454.21665,1.88411681,0.924353304,2454.11176,8451.61665,nan,1.25e-05,0,595,867.715501,0.00950827759,0,0,233,0,233,0
288,-0.026722694,0.0257125,0.0171416667,2451.49704,1.88455135,0.924566492,2451.49403,8448.89704,nan,1.25e-05,0,597,869.368351,0.0073013708,0,0,233,0,233,0
289,-0.026735194,0.025725,0.01715,2450.57709,1.88487287,0.924724229,2450.57709,8447.97709,nan,1.25e-05,0,599,870.771773,0.0046421501,0,0,233,0,233,0
290,-0.026747694,0.0257375,0.0171583333,2450.87702,1.8851397,0.924855139,2450.87702,8448.27702,nan,1.25e-05,0,605,874.143956,0.017880538,0,0,235,0,235,0
291,-0.026760194,0.02575,0.0171666667,2451.60067,1.88537267,0.924969435,2451.60068,8449.00067,nan,1.25e-05,0,607,875.339588,0.0139779374,0,0,235,0,235,0
292,-0.026772694,0.0257625,0.017175,2452.69429,1.88573063,0.925145049,2452.69456,8450.09429,nan,1.25e-05,0,609,876.568092,0.00562362878,0,0,235,0,235,0
293,-0.026778944,0.02576875,0.0171791667,2453.73201,1.88595478,0.925255018,2453.73242,8451.13201,nan,6.25e-06,0,615,879.662792,0.00357589301,0,0,237,0,237,0
294,-0.026785194,0.025775,0.0171833333,2455.24306,1.88620384,0.925377208,2455.24332,8452.64306,nan,6.25e-06,0,617,880.807057,0.00435367997,0,0,237,0,237,0
295,-0.026791444,0.02578125,0.0171875,2457.19033,1.886493,0.925519069,2457.19042,8454.59033,nan,6.25e-06,0,619,881.931157,0.00343359191,0,0,237,0,237,0
296,-0.026797694,0.0257875,0.0171916667,2459.39647,1.8868296,0.925684208,2459.39641,8456.79647,nan,6.25e-06,0,621,883.158594,0.00259293268,0,0,237,0,237,0
297,-0.026803944,0.02579375,0.0171958333,2461.66286,1.88721312,0.925872365,2461.66278,8459.06286,nan,6.25e-06,0,623,884.384768,0.00331500442,0,0,237,0,237,0
298,-0.026810194,0.0258,0.0172,2464.05819,1.88764556,0.92608452,2464.05815,8461.45819,nan,6.25e-06,0,625,885.666945,0.00287511886,0,0,237,0,237,0
299,-0.026822694,0.0258125,0.0172083333,2468.93424,1.88819005,0.926351651,2468.9344,8466.33424,nan,1.25e-05,0,627,887.204826,0.00308491328,0,0,237,0,237,0
300,-0.026835194,0.025825,0.0172166667,2473.60188,1.8888334,0.952897684,2473.60192,8471.00188,nan,1.25e-05,0,629,888.770196,0.00222147399,0,0,237,0,237,0
301,-0.026847694,0.0258375,0.017225,2477.98492,1.88956068,0.95326459,2477.98491,8475.38492,nan,1.25e-05,0,631,890.346194,0.00346098252,0,0,237,0,237,0
302,-0.026860194,0.02585,0.0172333333,2482.09257,1.89035831,0.953666988,2482.0926,8479.49257,nan,1.25e-05,0,633,891.962665,0.00303801768,0,0,237,0,237,0
303,-0.026872694,0.0258625,0.0172416667,2485.98941,1.89141507,0.954200113,2485.98959,8483.38941,nan,1.25e-05,0,635,893.532955,0.00323420886,0,0,237,0,237,0
304,-0.026885194,0.025875,0.01725,2489.76658,1.89233423,0.954663819,2489.76689,8487.16658,nan,1.25e-05,0,637,895.136822,0.00351011002,0,0,237,0,237,0
305,-0.026910194,0.0259,0.0172666667,2497.32872,1.8933877,0.955195285,2497.32971,8494.72872,nan,2.5e-05,0,639,896.791823,0.00504582947,0,0,237,0,237,0
306,-0.026935194,0.025925,0.0172833333,2504.88411,1.89456925,0.955791366,2504.88581,8502.28411,nan,2.5e-05,0,641,898.482018,0.019620619,0,0,237,0,237,0
307,-0.026960194,0.02595,0.0173,2512.36347,1.89587082,0.956447994,2512.36514,8509.76347,nan,2.5e-05,0,643,900.152588,0.0126035713,0,0,237,0,237,0
308,-0.026985194,0.025975,0.0173166667,2519.77156,1.89755104,0.957295651,2519.7731,8517.17156,nan,2.5e-05,0,645,901.83226,0.0101809631,0,0,237,0,237,0
309,-0.026991444,0.02598125,0.0173208333,2521.56586,1.89896866,0.958010826,2521.56632,8518.96586,nan,6.25e-06,0,655,908.403478,0.0056863088,0,0,241,0,241,0
310,-0.026997694,0.0259875,0.017325,2523.38276,1.90037699,0.958721313,2523.38279,8520.78276,nan,6.25e-06,0,657,909.960725,0.00834476829,0,0,241,0,241,0
311,-0.027003944,0.02599375,0.0173291667,2525.27854,1.90177884,0.959428531,2525.27853,8522.67854,nan,6.25e-06,0,659,911.493415,0.0029136995,0,0,241,0,241,0
312,-0.027010194,0.026,0.0173333333,2527.21493,1.90317572,0.960133241,2527.2149,8524.61493,nan,6.25e-06,0,661,913.02932,0.0016257876,0,0,241,0,241,0
313,-0.027016444,0.02600625,0.0173375,2529.16243,1.90456817,0.96083572,2529.16237,8526.56243,nan,6.25e-06,0,663,914.559852,0.00110287445,0,0,241,0,241,0
314,-0.027022694,0.0260125,0.0173416667,2531.10193,1.90595617,0.961535951,2531.10188,8528.50193,nan,6.25e-06,0,665,916.138615,0.000890203768,0,0,241,0,241,0
315,-0.027035194,0.026025,0.01735,2534.95117,1.9073773,0.962252901,2534.95128,8532.35117,nan,1.25e-05,0,667,917.752858,0.00115906722,0,0,241,0,241,0
316,-0.027047694,0.0260375,0.0173583333,2538.73674,1.90882842,0.962984972,2538.73685,8536.13674,nan,1.25e-05,0,669,919.330103,0.00118178359,0,0,241,0,241,0
317,-0.027060194,0.02605,0.0173666667,2542.45511,1.91030641,0.963730603,2542.45531,8539.85511,nan,1.25e-05,0,671,920.908277,0.00117156199,0,0,241,0,241,0
318,-0.027072694,0.0260625,0.017375,2546.11026,1.91221882,0.964695395,2546.11053,8543.51026,nan,1.25e-05,0,673,922.534926,0.00101945894,0,0,241,0,241,0
319,-0.027085194,0.026075,0.0173833333,2549.70825,1.91375634,0.96547106,2549.70858,8547.10825,nan,1.25e-05,0,675,924.131918,0.000901980308,0,0,241,0,241,0
320,-0.027097694,0.0260875,0.0173916667,2553.2574,1.91531338,0.96625657,2553.2578,8550.6574,nan,1.25e-05,0,677,925.71842,0.000557898858,0,0,241,0,241,0
321,-0.027122694,0.0261125,0.0174083333,2560.32125,1.91695163,0.967083052,2560.32227,8557.72125,nan,2.5e-05,0,679,927.410649,0.00299297534,0,0,241,0,241,0
322,-0.027147694,0.0261375,0.017425,2567.3484,1.91866729,0.967948585,2567.34999,8564.7484,nan,2.5e-05,0,681,929.095213,0.00503724536,0,0,241,0,241,0
323,-0.027172694,0.0261625,0.0174416667,2574.30277,1.92095297,0.969101688,2574.30427,8571.70277,nan,2.5e-05,0,683,930.762889,0.00224568386,0,0,241,0,241,0
324,-0.027197694,0.0261875,0.0174583333,2581.20422,1.92282745,0.970047347,2581.20558,8578.60422,nan,2.5e-05,0,685,932.469427,0.00234956361,0,0,241,0,241,0
325,-0.027222694,0.0262125,0.017475,2588.05061,1.92476775,0.971026208,2588.05184,8585.45061,nan,2.5e-05,0,687,934.155428,0.00331627691,0,0,241,0,241,0
326,-0.027247694,0.0262375,0.0174916667,2594.85617,1.9267706,0.972036627,2594.85732,8592.25617,nan,2.5e-05,0,689,935.882371,0.00171192695,0,0,241,0,241,0
327,-0.027297694,0.0262875,0.017525,2608.45879,1.92953273,0.973430095,2608.46202,8605.85879,nan,5e-05,0,691,937.82521,0.00292254768,0,0,241,0,241,0
328,-0.027347694,0.0263375,0.0175583333,2621.95624,1.93190207,0.9746254,2621.96068,8619.35624,nan,5e-05,0,693,939.716323,0.0150936441,0,0,241,0,241,0
329,-0.027372694,0.0263625,0.017575,2628.49421,1.93495824,0.97616721,2628.49582,8625.89421,nan,2.5e-05,0,699,944.267771,0.00473997581,0,0,243,0,243,0
330,-0.0273734753,0.0263632812,0.0175755208,2628.63437,1.93733164,0.977364568,2628.63426,8626.03437,nan,7.8125e-07,0,721,957.503929,0.00263782537,0,0,253,0,253,0
331,-0.0273738659,0.0263636719,0.0175757812,2628.66381,1.93964194,0.978530091,2628.66364,8626.06381,nan,3.90625e-07,0,725,960.142308,0.530859828,0,0,255,0,255,0
332,-0.0273742565,0.0263640625,0.0175760417,2628.33431,1.94188275,0.979660557,2628.33453,8625.73431,nan,3.90625e-07,0,727,961.560174,0.46249973,0,0,255,0,255,0
333,-0.0273746472,0.0263644531,0.0175763021,2627.91431,1.94405456,0.980756212,2627.91388,8625.31431,nan,3.90625e-07,0,729,962.782341,0.149291642,0,0,255,0,255,0
334,-0.0273750378,0.0263648437,0.0175765625,2627.59725,1.94616247,0.981819631,2627.59724,8624.99725,nan,3.90625e-07,0,731,963.987522,0.404484269,0,0,255,0,255,0
335,-0.0273754284,0.0263652344,0.0175768229,2627.49695,1.94821403,0.982854625,2627.49695,8624.89695,nan,3.90625e-07,0,733,965.205889,0.394257364,0,0,255,0,255,0
336,-0.027375819,0.026365625,0.0175770833,2627.57299,1.95021549,0.98386434,2627.57299,8624.97299,nan,3.90625e-07,0,735,966.380563,0.0212959049,0,0,255,0,255,0
337,-0.0273766003,0.0263664062,0.0175776042,2627.7963,1.95217126,0.984851009,2627.79631,8625.1963,nan,7.8125e-07,0,737,967.604926,0.0188711337,0,0,255,0,255,0
338,-0.0273773815,0.0263671875,0.017578125,2628.05527,1.95408383,0.985815879,2628.05527,8625.45527,nan,7.8125e-07,0,739,968.874118,0.00633480275,0,0,255,0,255,0
339,-0.0273781628,0.0263679687,0.0175786458,2628.3641,1.95595586,0.9867603,2628.36411,8625.7641,nan,7.8125e-07,0,741,970.209166,0.0131469614,0,0,255,0,255,0
340,-0.0273785534,0.0263683594,0.0175789062,2628.51387,1.95778603,0.987683602,2628.51387,8625.91387,nan,3.90625e-07,0,745,972.660051,0.363319625,0,0,257,0,257,0
341,-0.027378944,0.02636875,0.0175791667,2627.73495,1.95955529,0.988576179,2627.73495,8625.13495,nan,3.90625e-07,0,747,973.739348,0.350068968,0,0,257,0,257,0
342,-0.0273793347,0.0263691406,0.0175794271,2627.07099,1.96126828,0.989440361,2627.07099,8624.47099,nan,3.90625e-07,0,749,974.797193,0.426884366,0,0,257,0,257,0
343,-0.0273797253,0.0263695312,0.0175796875,2624.47425,1.96288519,0.990256076,2624.47425,8621.87425,nan,3.90625e-07,0,751,975.901253,0.559584898,0,0,257,0,257,0
344,-0.0273801159,0.0263699219,0.0175799479,2620.62434,1.96438253,0.991011472,2620.62434,8618.02434,nan,3.90625e-07,0,753,977.11221,0.498210524,0,0,257,0,257,0
345,-0.0273805065,0.0263703125,0.0175802083,2619.6103,1.96582416,0.99173876,2619.6103,8617.0103,nan,3.90625e-07,0,755,978.176089,0.445753833,0,0,257,0,257,0
346,-0.0273808972,0.0263707031,0.0175804687,2616.81986,1.96717485,0.992420167,2616.81987,8614.21986,nan,3.90625e-07,0,759,980.359008,0.467713281,0,0,265,0,265,0
347,-0.0273812878,0.0263710937,0.0175807292,2613.29388,1.96842238,0.993049534,2613.29387,8610.69388,nan,3.90625e-07,0,761,981.562933,0.459054145,0,0,265,0,265,0
348,-0.0273816784,0.0263714844,0.0175809896,2611.27536,1.96960088,0.993644079,2611.27536,8608.67536,nan,3.90625e-07,0,763,982.722115,0.430355709,0,0,265,0,265,0
349,-0.027382069,0.026371875,0.01758125,2611.16337,1.97075109,0.994224347,2611.16337,8608.56337,nan,3.90625e-07,0,765,983.76491,0.0320705926,0,0,265,0,265,0
350,-0.0273824597,0.0263722656,0.0175815104,2611.81202,1.97188911,1.03246706,2611.81202,8609.21202,nan,3.90625e-07,0,767,984.779665,0.010478178,0,0,265,0,265,0
351,-0.0273828503,0.0263726562,0.0175817708,2612.31984,1.97301252,1.03305528,2612.31984,8609.71984,nan,3.90625e-07,0,769,985.794129,0.0113691072,0,0,265,0,265,0
352,-0.0273836315,0.0263734375,0.0175822917,2612.75768,1.97411969,1.03363498,2612.75768,8610.15768,nan,7.8125e-07,0,771,986.799543,0.00490275201,0,0,265,0,265,0
353,-0.0273844128,0.0263742187,0.0175828125,2613.11595,1.97520957,1.03420563,2613.11595,8610.51595,nan,7.8125e-07,0,772,987.454292,0.00165202885,0,0,265,0,265,0
354,-0.027385194,0.026375,0.0175833333,2613.4727,1.97628264,1.03476749,2613.4727,8610.8727,nan,7.8125e-07,0,773,988.086788,2.1320187e-05,0,0,265,0,265,0
355,-0.0273859753,0.0263757812,0.0175838542,2613.82943,1.97733943,1.03532081,2613.82943,8611.22943,nan,7.8125e-07,0,774,988.727887,1.88256217e-05,0,0,265,0,265,0
356,-0.0273867565,0.0263765625,0.017584375,2614.18614,1.9783804,1.03586586,2614.18614,8611.58614,nan,7.8125e-07,0,775,989.383521,1.95527455e-05,0,0,265,0,265,0
357,-0.0273875378,0.0263773437,0.0175848958,2614.54278,1.97940604,1.03640287,2614.54278,8611.94278,nan,7.8125e-07,0,776,990.059251,1.50741917e-05,0,0,265,0,265,0
358,-0.0273891003,0.0263789062,0.0175859375,2615.25627,1.98042196,1.03693481,2615.25627,8612.65627,nan,1.5625e-06,0,777,990.723954,4.33762766e-06,0,0,265,0,265,0
359,-0.0273906628,0.0263804687,0.0175869792,2615.96937,1.98142845,1.0374618,2615.96937,8613.36937,nan,1.5625e-06,0,778,991.395219,4.11815563e-05,0,0,265,0,265,0
360,-0.0273922253,0.0263820312,0.0175880208,2616.68217,1.98242577,1.03798399,2616.68218,8614.08217,nan,1.5625e-06,0,779,992.091668,4.64832075e-05,0,0,265,0,265,0
361,-0.0273937878,0.0263835937,0.0175890625,2617.39462,1.98341417,1.03850151,2617.39462,8614.79462,nan,1.5625e-06,0,780,992.79498,5.58682374e-05,0,0,265,0,265,0
362,-0.0273953503,0.0263851562,0.0175901042,2618.1067,1.9843939,1.03901449,2618.1067,8615.5067,nan,1.5625e-06,0,781,993.493755,0.0114197044,0,0,265,0,265,0
363,-0.0273969128,0.0263867187,0.0175911458,2618.81813,1.98536518,1.03952304,2618.81814,8616.21813,nan,1.5625e-06,0,782,994.204233,0.0113811811,0,0,265,0,265,0
364,-0.0274000378,0.0263898437,0.0175932292,2620.24365,1.98633808,1.04003245,2620.24368,8617.64365,nan,3.125e-06,0,783,994.942237,0.000526967609,0,0,265,0,265,0
365,-0.0274031628,0.0263929687,0.0175953125,2621.66554,1.98731251,1.04054265,2621.66557,8619.06554,nan,3.125e-06,0,784,995.711015,9.4481159e-05,0,0,265,0,265,0
366,-0.0274035534,0.0263933594,0.0175955729,2621.8351,1.98827144,1.04104474,2621.8351,8619.2351,nan,3.90625e-07,0,791,999.730739,0.427421615,0,0,271,0,271,0
367,-0.027403944,0.02639375,0.0175958333,2620.76605,1.98919425,1.04152791,2620.76604,8618.16605,nan,3.90625e-07,0,793,1000.78768,0.489249397,0,0,271,0,271,0
368,-0.0274043347,0.0263941406,0.0175960937,2617.36884,1.99004267,1.04197214,2617.36884,8614.76884,nan,3.90625e-07,0,795,1001.95465,0.464663126,0,0,271,0,271,0
369,-0.0274047253,0.0263945312,0.0175963542,2616.14665,1.990855,1.04239747,2616.14665,8613.54665,nan,3.90625e-07,0,797,1003.08049,0.417661764,0,0,271,0,271,0
370,-0.0274051159,0.0263949219,0.0175966146,2612.59868,1.99159367,1.04278423,2612.59868,8609.99868,nan,3.90625e-07,0,799,1004.24354,0.442389716,0,0,271,0,271,0
371,-0.0274055065,0.0263953125,0.017596875,2608.92661,1.99225856,1.04313237,2608.92661,8606.32661,nan,3.90625e-07,0,801,1005.45107,0.595205472,0,0,271,0,271,0
372,-0.0274058972,0.0263957031,0.0175971354,2606.70123,1.99287513,1.04345519,2606.70123,8604.10123,nan,3.90625e-07,0,805,1007.60233,0.555947272,0,0,293,0,293,0
